"Job.Title","Job.Location","Company","Estimate.Base.Salary","Low.Estimate","High.Estimate","Company.Size","Company.Type","Company.Sector","Company.Founded","Company.Industry","Company.Revenue","Company.Rating","Company.Friend.Reccomendation","Company.CEO.Approval","Companny.Number.of.Rater","Company.Career.Opportinities","Compensation.and.Benefits","Company.Culture.and.Values","Company.Senior.Management","Company.Work.Life.Balance","State","python_yn","r_yn","sql_yn","java_yn","javascript_yn","git_yn","excel_yn","tableau_yn","mathematic_yn","statistic_yn","latitude","longitude"
"Graduate Technology Associate","Melbourne","Infosys",67439,53000,86000,"5001 to 10000 Employees","Company - Public","Information Technology",1981,"Information Technology Support Services","$10+ billion (USD)",3.8,79,88,19272,3.8,3,4,3.5,3.7,"Victoria",1,0,1,1,0,0,0,0,0,0,-37.8136,144.9631
"Graduate Research Fellow","Melbourne","CSIRO",89465,87000,92000,"5001 to 10000 Employees","Government","Government & Public Administration",1926,"National Services & Agencies","$500 million to $1 billion (USD)",3.8,68,58,145,3.4,3.4,3.5,3,4.1,"Victoria",1,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"QC Analyst","Melbourne","Seqirus A CSL Company",109138,94000,126000,"1001 to 5000 Employees","Company - Public","Pharmaceutical & Biotechnology",2015,"Biotech & Pharmaceuticals","Less than $1 million (USD)",3.8,72,92,75,3.5,3.7,3.7,3.4,3.7,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Graduate Research Fellow","Melbourne","CSIRO",89465,87000,92000,"5001 to 10000 Employees","Government","Government & Public Administration",1926,"National Services & Agencies","$500 million to $1 billion (USD)",3.8,68,58,145,3.4,3.4,3.5,3,4.1,"Victoria",1,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Lecturer","Melbourne","RMIT VN",112082,102000,122000,"501 to 1000 Employees","College / University","Education",2001,"Colleges & Universities","Unknown / Non-Applicable",4.2,84,70,26,4,4.3,4.1,3.9,4,"Victoria",0,0,0,0,0,0,0,0,1,0,-37.8136,144.9631
"Clinical Research Associate","Melbourne","Medpace, Inc.",67053,59000,76000,"1001 to 5000 Employees","Company - Public","Pharmaceutical & Biotechnology",1992,"Biotech & Pharmaceuticals","$100 to $500 million (USD)",3.3,61,51,401,3.4,2.9,3.2,3,3.1,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Associate Systems Analyst","Melbourne","State Street Corporation",91490,76000,110000,"10000+ Employees","Company - Public","Finance",1792,"Investment & Asset Management","$10+ billion (USD)",3.4,63,75,1337,3.3,3.1,3.4,3.1,3.3,"Victoria",0,0,0,0,0,0,0,0,1,1,-37.8136,144.9631
"Customer Relations Manager","Melbourne","Scout Talent North America",61241,59000,64000,"51 to 200 Employees","Company - Private","Information Technology",1943,"Computer Hardware Development","$10 to $25 million (USD)",4.2,87,85,12,4.1,4,4.4,4.3,4.3,"Victoria",0,0,0,0,0,0,1,0,0,0,-37.8136,144.9631
"Data Scientist","Melbourne","Sportsbet",119294,107000,133000,"501 to 1000 Employees","Company - Private","Arts, Entertainment & Recreation",1993,"Gambling & Betting","Unknown / Non-Applicable",3.4,58,85,58,3.4,3.8,3.7,3,3.3,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Researcher","Melbourne","Knox City Council",93341,89000,97000,"501 to 1000 Employees","Company - Public","Other",1943,"Other","Unknown / Non-Applicable",4,81,78,1,3.3,3.3,3.7,3.5,3.9,"Victoria",0,0,0,0,0,0,0,0,0,1,-37.8136,144.9631
"Cadastral Adjustment Technician (Surveyor) - Digital Cadastre Modernisation","Melbourne","Spatial Vision",75000,70000,80000,"Unkown","Other","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Technology Specialist","Melbourne","Accenture",83812,65000,108000,"10000+ Employees","Company - Public","Management & Consulting",1989,"Business Consulting","$10+ billion (USD)",3.9,76,85,245,4,3.4,3.8,3.4,3.2,"Victoria",0,0,0,0,0,0,0,1,0,0,-37.8136,144.9631
"Graduate Research Fellow","Melbourne","CSIRO",89465,87000,92000,"5001 to 10000 Employees","Government","Government & Public Administration",1926,"National Services & Agencies","$500 million to $1 billion (USD)",3.8,68,58,145,3.4,3.4,3.5,3,4.1,"Victoria",1,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Data Engineer","Melbourne","RightShip",87750,70000,110000,"51 to 200 Employees","Company - Private","Transportation & Logistics",2001,"Shipping & Trucking","Unknown / Non-Applicable",4,61,100,2,3.6,4.3,3.8,3.7,3.7,"Victoria",0,0,1,0,0,0,0,0,0,0,-37.8136,144.9631
"Technical Assistant","Melbourne","Baker Heart and Diabetes Institute",76750,74000,79000,"Unknown","Non-profit Organisation","Non-profit & NGO",1943,"Civic, Welfare & Social Services","Unknown / Non-Applicable",4.2,74,78,0,3.4,3.6,4,3.5,4,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Support Engineer","Melbourne","Afterpay",125650,110000,143000,"1001 to 5000 Employees","Company - Public","Information Technology",2014,"Internet & Web Services","$5 to $10 million (USD)",3.6,64,86,49,3.5,3.5,3.7,3.3,3.5,"Victoria",1,0,1,0,0,0,0,0,0,0,-37.8136,144.9631
"Associate Systems Analyst","Melbourne","State Street Corporation",91490,76000,110000,"10000+ Employees","Company - Public","Finance",1792,"Investment & Asset Management","$10+ billion (USD)",3.4,63,75,1337,3.3,3.1,3.4,3.1,3.3,"Victoria",0,0,0,0,0,0,0,0,1,1,-37.8136,144.9631
"Science Teacher","Melbourne","Schools (Government)",94248,80000,111000,"Unknown","Government","Government & Public Administration",1943,"National Services & Agencies","Unknown / Non-Applicable",3.7,71,18,5,3.5,3.1,3.3,3.2,3.5,"Victoria",0,0,0,0,0,0,0,0,1,0,-37.8136,144.9631
"Summer Non Title","Melbourne","Deloitte",77041,76000,78000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Physical Education Teacher","Melbourne","Schools (Government)",94248,80000,111000,"Unknown","Government","Government & Public Administration",1943,"National Services & Agencies","Unknown / Non-Applicable",3.7,71,18,5,3.5,3.1,3.3,3.2,3.5,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Data Analyst","Melbourne","Openpay Group",104757,93000,118000,"201 to 500 Employees","Company - Public","Finance",2014,"Banking & Lending","Unknown / Non-Applicable",3.7,71,76,6,3.3,3.6,3.6,3.4,3.7,"Victoria",1,0,1,0,0,0,1,0,1,0,-37.8136,144.9631
"Data Scientist","Melbourne","Catch",121491,103000,144000,"1 to 50 Employees","Company - Private","Retail & Wholesale",1943,"Office Supply & Copy Stores","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"Victoria",1,1,1,0,0,0,1,0,1,0,-37.8136,144.9631
"Analyst","Melbourne","AustralianSuper",124953,120000,130000,"501 to 1000 Employees","Non-profit Organisation","Finance",2006,"Investment & Asset Management","$10+ billion (USD)",4.1,86,100,3,3.9,3.3,4.1,3.2,3.9,"Victoria",1,1,0,0,0,0,1,0,1,0,-37.8136,144.9631
"Research Coordinator","Melbourne","Murdoch Childrens Research Institute",84485,80000,89000,"1001 to 5000 Employees","Non-profit Organisation","Non-profit & NGO",1943,"Civic, Welfare & Social Services","$50 to $100 million (USD)",4.2,72,78,0,3.9,3.8,4.2,3.5,3.5,"Victoria",0,0,0,0,0,0,1,0,0,0,-37.8136,144.9631
"Machine Learning Engineer","Melbourne","Deloitte",80000,80000,80000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Victoria",0,0,0,0,0,0,1,0,0,0,-37.8136,144.9631
"Data Engineer","Melbourne","Deputy",142178,140000,145000,"201 to 500 Employees","Company - Private","Information Technology",2008,"Software Development","Unknown / Non-Applicable",4,76,79,81,3.8,3.9,4.1,3.8,4.1,"Victoria",1,0,1,1,0,0,0,0,0,0,-37.8136,144.9631
"Data Engineer","Melbourne","Department of Environment, Land, Water and Planning",94868,75000,120000,"1001 to 5000 Employees","Government","Other",1943,"Other","Unknown / Non-Applicable",4.1,92,78,0,4,3.7,4,3.6,4.4,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Safety Manager","Melbourne","EY",100008,84000,119000,"Unknown","Unknown","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,0,3.8,3.6,3.9,3.5,3.8,"Victoria",0,0,0,0,0,0,1,0,0,0,-37.8136,144.9631
"Research Fellow","Melbourne","University of Melbourne",90944,77000,105000,"5001 to 10000 Employees","College / University","Education",1853,"Colleges & Universities","$2 to $5 billion (USD)",4.3,89,78,129,3.6,4,4,3.5,4.2,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Non Title","Melbourne","Simplot",114935,105000,126000,"5001 to 10000 Employees","Company - Private","Agriculture",1935,"Crop Production","$5 to $10 billion (USD)",3,47,59,72,2.6,3,2.6,2.4,2.8,"Victoria",0,0,0,0,0,0,1,0,0,0,-37.8136,144.9631
"Associate Consultant","Melbourne","Capgemini Australia",66000,66000,66000,"1001 to 5000 Employees","Company - Public","Information Technology",1967,"Enterprise Software & Network Solutions","$10+ billion (USD)",4.1,87,72,16,4,3.4,4.2,3.8,4.1,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"GIS Analyst","Melbourne","SMEC",89800,72000,112000,"5001 to 10000 Employees","Company - Private","Management & Consulting",1949,"Business Consulting","$500 million to $1 billion (USD)",4.2,89,86,153,4.1,3.6,4.1,3.9,4,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Research Scientist","Melbourne","Ramsay Health Care",97847,84000,114000,"10000+ Employees","Company - Public","Healthcare",1964,"Healthcare Services & Hospitals","$5 to $10 billion (USD)",3.6,68,61,75,3.3,2.9,3.2,3,3.3,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Caregiver III","Melbourne","Schools (Government)",72867,59000,90000,"Unknown","Government","Government & Public Administration",1943,"National Services & Agencies","Unknown / Non-Applicable",3.7,71,18,5,3.5,3.1,3.3,3.2,3.5,"Victoria",0,0,0,0,0,0,0,0,1,0,-37.8136,144.9631
"Reporting Analyst","Melbourne","Museums Victoria",72751,73000,73000,"501 to 1000 Employees","Self-employed","Other",1943,"Other","Unknown / Non-Applicable",2,100,78,0,3,2,5,3,5,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Data Engineer","Melbourne","Eliiza",102005,95000,110000,"51 to 200 Employees","Company - Private","Information Technology",2017,"Information Technology Support Services","Unknown / Non-Applicable",4.6,100,100,2,4.5,4,5,5,4,"Victoria",1,0,0,1,0,0,0,0,0,0,-37.8136,144.9631
"Senior Clinical Research Associate","Melbourne","IQVIA",95695,81000,113000,"10000+ Employees","Company - Public","Pharmaceutical & Biotechnology",2017,"Biotech & Pharmaceuticals","$10+ billion (USD)",4,82,83,3274,3.8,3.6,3.9,3.6,3.7,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Data Scientist","Melbourne","Deloitte",89531,84000,95000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Victoria",1,1,1,0,0,1,0,1,1,1,-37.8136,144.9631
"Data Scientist","Melbourne","Cash App",114837,102000,129000,"1001 to 5000 Employees","Company - Public","Information Technology",2013,"Computer Hardware Development","Unknown / Non-Applicable",4.5,98,89,22,4.5,4.3,4.6,4.1,4.2,"Victoria",1,0,0,1,0,0,0,1,1,1,-37.8136,144.9631
"Data Scientist","Melbourne","D'Arcy Weil",121491,103000,144000,"Unknown","Company - Public","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"Victoria",0,1,1,0,0,0,1,0,1,1,-37.8136,144.9631
"Data Analyst","Melbourne","Aututech",77451,59000,102000,"1 to 50 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"Victoria",1,1,1,0,0,0,1,1,0,1,-37.8136,144.9631
"Caregiver","Melbourne","Schools (Government)",72867,59000,90000,"Unknown","Government","Government & Public Administration",1943,"National Services & Agencies","Unknown / Non-Applicable",3.7,71,18,5,3.5,3.1,3.3,3.2,3.5,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Data Analyst","Melbourne","TabCorp Holdings",91378,85000,99000,"1001 to 5000 Employees","Company - Public","Arts, Entertainment & Recreation",1943,"Gambling & Betting","$2 to $5 billion (USD)",3.3,55,70,1014,3.2,3.3,3.4,2.8,3.6,"Victoria",1,1,1,0,0,0,0,1,0,0,-37.8136,144.9631
"Graduate Consultant","Melbourne","Grant Thornton Australia",69825,65000,76000,"5001 to 10000 Employees","Company - Private","Finance",1924,"Accounting & Tax","$100 to $500 million (USD)",3.9,79,85,752,4,3.4,3.9,3.6,3.3,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Software Engineer","Melbourne","NJC Labs",60000,30000,90000,"Unkown","Other","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"Victoria",0,0,0,1,0,0,0,0,0,0,-37.8136,144.9631
"Director Data Scientist","Melbourne","Culture Amp",104554,99000,110000,"501 to 1000 Employees","Company - Private","Information Technology",2011,"Internet & Web Services","Unknown / Non-Applicable",4.1,80,90,100,4.1,4,4.3,4.1,4.3,"Victoria",1,1,1,0,0,0,0,0,0,0,-37.8136,144.9631
"Clinical Research Assistant","Melbourne","Peter MacCallum Cancer Centre",79081,74000,84000,"1001 to 5000 Employees","Hospital","Healthcare",1943,"Healthcare Services & Hospitals","$100 to $500 million (USD)",4.2,87,42,17,3.5,3.3,3.7,3.3,3.5,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Data Scientist","Melbourne","University of Melbourne",120568,110000,131000,"5001 to 10000 Employees","College / University","Education",1853,"Colleges & Universities","$2 to $5 billion (USD)",4.3,89,78,129,3.6,4,4,3.5,4.2,"Victoria",0,0,0,0,0,0,0,0,0,1,-37.8136,144.9631
"Data Manager","Melbourne","Murdoch Childrens Research Institute",143113,113000,181000,"1001 to 5000 Employees","Non-profit Organisation","Non-profit & NGO",1943,"Civic, Welfare & Social Services","$50 to $100 million (USD)",4.2,72,78,0,3.9,3.8,4.2,3.5,3.5,"Victoria",0,0,0,0,0,0,0,0,0,1,-37.8136,144.9631
"Data Specialist","Melbourne","Tata Consultancy Services (TCS)",105000,90000,120000,"10000+ Employees","Company - Public","Information Technology",1968,"Computer Hardware Development","$10+ billion (USD)",3.9,76,87,30783,3.7,3.1,4.1,3.3,3.9,"Victoria",0,0,1,0,0,0,0,0,0,0,-37.8136,144.9631
"Data Scientist","Melbourne","AGL Energy",113944,100000,130000,"1001 to 5000 Employees","Company - Public","Energy, Mining, Utilities",1837,"Energy & Utilities","$1 to $2 billion (USD)",3.3,59,42,39,3.1,3.4,3.3,2.7,3.9,"Victoria",0,0,0,0,0,0,0,0,1,1,-37.8136,144.9631
"Data Specialist","Melbourne","GoTech Solutions Pty Ltd",125000,110000,140000,"Unknown","Company - Public","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"Victoria",0,0,1,0,0,0,0,0,0,0,-37.8136,144.9631
"Data Engineer","Melbourne","PageUp People",111982,95000,132000,"201 to 500 Employees","Company - Private","Information Technology",1997,"Enterprise Software & Network Solutions","$25 to $50 million (USD)",4,71,88,21,3.3,3,3.8,3.4,3.8,"Victoria",1,0,1,0,0,0,0,0,0,0,-37.8136,144.9631
"Data Analyst","Melbourne","Accountancy Options",65000,65000,65000,"Unknown","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"Victoria",0,0,0,0,0,0,1,0,1,1,-37.8136,144.9631
"Research Assistant","Melbourne","Murdoch Childrens Research Institute",88625,80000,97000,"1001 to 5000 Employees","Non-profit Organisation","Non-profit & NGO",1943,"Civic, Welfare & Social Services","$50 to $100 million (USD)",4.2,72,78,0,3.9,3.8,4.2,3.5,3.5,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Data Analyst","Melbourne","Equity Trustees",99499,90000,110000,"201 to 500 Employees","Company - Public","Other",1943,"Other","$50 to $100 million (USD)",3.7,62,78,0,3.2,3.3,3.2,3.5,3.6,"Victoria",0,0,1,0,0,0,0,0,0,0,-37.8136,144.9631
"Research Assistant","Melbourne","CSIRO",92500,87000,98000,"5001 to 10000 Employees","Government","Government & Public Administration",1926,"National Services & Agencies","$500 million to $1 billion (USD)",3.8,68,58,145,3.4,3.4,3.5,3,4.1,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Senior Consultant","Melbourne","DXC Technology",102791,72000,147000,"5001 to 10000 Employees","Company - Public","Information Technology",2017,"Information Technology Support Services","$1 to $2 billion (USD)",3.6,69,81,5469,3.4,3.1,3.6,3.3,3.8,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Data Engineer","Melbourne","Xero",104523,95000,115000,"1001 to 5000 Employees","Company - Public","Information Technology",2006,"Computer Hardware Development","$100 to $500 million (USD)",4.2,87,86,357,3.9,3.8,4.5,3.8,4.6,"Victoria",1,0,1,0,0,0,0,0,0,0,-37.8136,144.9631
"2023 STEM Graduate (multiple roles) (VPSG3.1)","Melbourne","Department of Transport",76648,73000,81000,"501 to 1000 Employees","Government","Other",1943,"Other","Unknown / Non-Applicable",5,100,78,0,5,5,5,3,5,"Victoria",0,0,0,0,0,0,0,0,1,0,-37.8136,144.9631
"Summer Non Title","Melbourne","Deloitte",77041,76000,78000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Associate Data Analyst","Melbourne","Environment Protection Authority",96021,80000,115000,"51 to 200 Employees","Government","Other",1943,"Other","Unknown / Non-Applicable",4.8,100,78,0,4.4,3.2,4.8,3.1,3.7,"Victoria",0,1,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Research Assistant","Melbourne","La Trobe University",79286,77000,82000,"1001 to 5000 Employees","College / University","Education",1943,"Colleges & Universities","Unknown / Non-Applicable",3.7,56,61,33,3.3,3.4,3.4,3.3,3.8,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Analyst","Melbourne","ANZ Banking Group",95917,80000,115000,"10000+ Employees","Company - Public","Finance",1835,"Banking & Lending","Unknown / Non-Applicable",3.9,80,83,2339,3.9,3.7,4.1,3.7,4,"Victoria",0,0,0,0,0,0,0,0,1,0,-37.8136,144.9631
"Analyst","Melbourne","ANZ Banking Group",95917,80000,115000,"10000+ Employees","Company - Public","Finance",1835,"Banking & Lending","Unknown / Non-Applicable",4.1,85,86,1596,3.9,3.7,4.1,3.7,4,"Victoria",0,0,0,0,0,0,0,0,1,0,-37.8136,144.9631
"Data Scientist","Melbourne","ANZ Banking Group",115631,94000,143000,"10000+ Employees","Company - Public","Finance",1835,"Banking & Lending","Unknown / Non-Applicable",4.1,85,86,1596,3.9,3.7,4.1,3.7,4,"Victoria",1,1,1,0,0,0,0,0,0,0,-37.8136,144.9631
"Clinical Research Assistant","Melbourne","Alfred Health",62718,62000,63000,"5001 to 10000 Employees","Hospital","Healthcare",1871,"Healthcare Services & Hospitals","Unknown / Non-Applicable",4.2,93,77,28,4,3.6,4.1,4,4,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Data Scientist","Melbourne","ANZ Banking Group",115631,94000,143000,"10000+ Employees","Company - Public","Finance",1835,"Banking & Lending","Unknown / Non-Applicable",4.1,85,86,1596,3.9,3.7,4.1,3.7,4,"Victoria",1,1,1,0,0,0,0,0,0,0,-37.8136,144.9631
"Analyst","Melbourne","ANZ Banking Group",95917,80000,115000,"10000+ Employees","Company - Public","Finance",1835,"Banking & Lending","Unknown / Non-Applicable",4.1,85,86,1596,3.9,3.7,4.1,3.7,4,"Victoria",0,0,0,0,0,0,0,0,1,0,-37.8136,144.9631
"Data Scientist","Melbourne","ANZ Banking Group",115631,94000,143000,"10000+ Employees","Company - Public","Finance",1835,"Banking & Lending","Unknown / Non-Applicable",4.1,85,86,1596,3.9,3.7,4.1,3.7,4,"Victoria",1,1,1,0,0,0,0,0,0,0,-37.8136,144.9631
"Data Scientist","Melbourne","NAB - National Australia Bank",105936,84000,134000,"10000+ Employees","Company - Public","Finance",1943,"Banking & Lending","$10+ billion (USD)",3.8,80,83,588,3.8,3.5,3.8,3.4,3.9,"Victoria",0,1,1,0,0,0,0,1,1,1,-37.8136,144.9631
"Data Scientist","Melbourne","Department of Transport",96130,90000,102000,"501 to 1000 Employees","Government","Other",1943,"Other","Unknown / Non-Applicable",5,100,78,0,5,5,5,3,5,"Victoria",1,1,1,0,0,0,0,0,0,0,-37.8136,144.9631
"Data Scientist","Melbourne","NAB - National Australia Bank",105936,84000,134000,"10000+ Employees","Company - Public","Finance",1943,"Banking & Lending","$10+ billion (USD)",3.8,80,83,588,3.8,3.5,3.8,3.4,3.9,"Victoria",0,1,1,0,0,0,0,1,1,1,-37.8136,144.9631
"QC Analyst","Melbourne","Seqirus A CSL Company",109138,94000,126000,"1001 to 5000 Employees","Company - Public","Pharmaceutical & Biotechnology",2015,"Biotech & Pharmaceuticals","Less than $1 million (USD)",3.8,72,92,75,3.5,3.7,3.7,3.4,3.7,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
"Data Scientist","Melbourne","Telstra",116663,95000,144000,"10000+ Employees","Company - Public","Telecommunications",1901,"Telecommunications Services","$10+ billion (USD)",3.9,79,79,1263,3.6,3.8,3.9,3.4,4.2,"Victoria",0,0,1,0,0,0,0,0,0,0,-37.8136,144.9631
"Clinical Research Assistant","Melbourne","Alfred Health",62718,62000,63000,"5001 to 10000 Employees","Hospital","Healthcare",1871,"Healthcare Services & Hospitals","Unknown / Non-Applicable",4.2,93,77,28,4,3.6,4.1,4,4,"Victoria",0,0,0,0,0,0,0,0,0,0,-37.8136,144.9631
